Date,AV,C,TV
2016-07-01,0.0,17148.988268852227,17148.988268852227
2016-07-05,0.0,17148.988268852227,17148.988268852227
2016-07-06,14834.220258712769,2314.768010139458,17148.988268852227
2016-07-07,16647.150310516357,454.2379674911426,17101.3882780075
2016-07-08,1663.9999389648438,15818.438042640679,17482.437981605523
2016-07-11,4773.960136413574,12646.477952003472,17420.438088417046
2016-07-12,14306.479763031006,3173.5579843521045,17480.03774738311
2016-07-13,14327.839756011963,3173.5579843521045,17501.397740364067
2016-07-14,15465.200294494629,2010.917969703667,17476.118264198296
2016-07-15,11466.310152053833,6022.248263359063,17488.558415412896
2016-07-18,14542.849792480469,2955.2983293533252,17498.148121833794
2016-07-19,9995.849952697754,7523.638566017144,17519.488518714898
2016-07-20,11586.240119934082,5787.868493080132,17374.108613014214
2016-07-21,10938.979545593262,6664.448571205132,17603.428116798394
2016-07-22,12180.750053405762,5323.778550148003,17504.528603553765
2016-07-25,14048.000480651855,3382.7185716628956,17430.71905231475
2016-07-26,6744.419963836671,10782.398499488823,17526.818463325493
2016-07-27,13965.990142822266,3527.7884416580127,17493.77858448028
2016-07-28,13588.679954528809,4165.688328742975,17754.368283271782
2016-07-29,9517.820304870605,8296.818081855767,17814.638386726372
2016-08-01,15233.990116119385,2530.1080217361377,17764.098137855523
2016-08-02,17613.570110321045,103.68802356719243,17717.258133888237
2016-08-03,17671.75977706909,103.67802524565923,17775.43780231475
2016-08-04,12853.78995513916,4979.647913932793,17833.437869071953
2016-08-05,11352.789710998535,6533.717862129208,17886.507573127743
2016-08-08,16799.939860343933,1098.2978706359827,17898.237730979916
2016-08-09,10373.580244064331,7592.127880096432,17965.708124160763
2016-08-10,10577.12986946106,7419.047870635983,17996.177740097042
2016-08-11,7782.39990234375,10192.807870864865,17975.207773208615
2016-08-12,12891.440023422241,5216.887866973873,18108.327890396115
2016-08-15,4747.3700160980225,13379.767887115475,18127.137903213497
2016-08-16,14969.900005340576,3151.487819671627,18121.387825012203
2016-08-17,17062.91007041931,1044.517724990841,18107.427795410153
2016-08-18,13132.249898910522,5057.617771148678,18189.8676700592
2016-08-19,17011.87982749939,1047.7677593231165,18059.647586822506
2016-08-22,16464.610357284542,1454.7677402496302,17919.378097534172
2016-08-23,14424.779991149902,3553.4979724883997,17978.277963638302
2016-08-24,17551.859901428223,455.42797088622683,18007.28787231445
2016-08-25,17808.829792022705,260.38819503783816,18069.217987060543
2016-08-26,17924.249895095825,37.0481967925989,17961.298091888424
2016-08-29,10679.87991142273,7532.878122329708,18212.758033752438
2016-08-30,14862.680034637451,3265.818090438839,18128.49812507629
2016-08-31,17837.119804382324,241.80812263488406,18078.92792701721
2016-09-01,17821.250118255615,364.7381649017293,18185.988283157345
2016-09-02,4832.9599685668945,13578.198015213009,18411.157983779904
2016-09-06,8676.280006408691,9696.97803688049,18373.25804328918
2016-09-07,11961.239797592165,6304.168104171749,18265.407901763916
2016-09-08,3762.2200469970703,15033.787710189816,18796.007757186886
2016-09-09,18569.809885025024,116.85771942138308,18686.667604446407
2016-09-12,18781.429885864258,24.13772010802859,18805.567605972286
2016-09-13,18528.060052871704,24.13772010802859,18552.197772979733
2016-09-14,18489.95008277893,61.73757553100222,18551.687658309933
2016-09-15,16089.39086151123,2588.7902927398663,18678.1811542511
2016-09-16,18222.107250213623,366.57324600219545,18588.68049621582
2016-09-19,15950.760131835938,2698.013168334959,18648.7733001709
2016-09-20,13562.27989578247,5122.683208465574,18684.963104248047
2016-09-21,1207.650032043457,17657.983356475826,18865.633388519283
2016-09-22,0.0,18866.983333587643,18866.983333587643
2016-09-23,0.0,18866.983333587643,18866.983333587643
2016-09-26,18468.37000465393,398.6133289337122,18866.983333587643
2016-09-27,18303.500005722046,720.3633537292444,19023.86335945129
2016-09-28,11095.24001121521,8081.7133731842005,19176.95338439941
2016-09-29,17495.299953460693,1615.0633563995325,19110.363309860226
2016-09-30,18962.68005466461,160.01335144042605,19122.693406105038
2016-10-03,18973.270267486572,29.48335075378054,19002.753618240353
2016-10-04,18424.08031463623,29.48335075378054,18453.56366539001
2016-10-05,15459.820095062256,2970.7734718322718,18430.593566894528
